0,144,212,487,586,1022,1274,1387,1486,1572
0,72,122,233,308,402,468,837,1293,1387
0,83,144,273,338,402,591,669,754,809
50,144,212,835,934,988,1063,1135,1211,1274
122,308,396,535,630,875,1063,1158,1226,1293
420,519,600,745,811,942,1073,1142,1204,1283
0,50,136,233,329,630,809,1335,1434,1486
396,494,567,649,700,894,988,1073,1135,1557
227,402,473,669,771,1111,1201,1277,1341,1636
0,50,338,468,535,591,687,754,835,1201
